Prefix	fqFile	ReferenceFile	numTimesRebuildCon	MajorityConsensus	RaconUsed	MedakaUsed	MedakaModel	referenceLength	Consensus	Reference	readLength	AlignedReadLength	SNPs	Insertions	Deletions	ReadsInCluster	DetectedReferences	DectableReferences	TotalReferences	elapsedTime	userTime	kernalTime	maxResidentMemory	cpuPercentage	primers	maxReadLength	minPercReadsToKeepClust
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595133.1765	HAP45	657	656	1	1	3	1690	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595214.1113	HAP12	654	654	0	0	1	7322	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595281.237	HAP39	668	667	2	10	0	24111	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	655	SRR11595127.3855	HAP30	652	652	0	0	3	1765	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	655	NA	NA	NA	NA	NA	NA	NA	1012	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595221.1432	HAP24	654	654	0	2	0	12594	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	653	SRR11595176.3104	HAP41	657	657	2	4	0	15674	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595303.1252	HAP11	653	653	0	0	5	5473	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595250.1880	HAP17	659	659	0	1	0	8189	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595278.400	HAP04	661	661	0	3	0	20241	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595221.2272	HAP60	658	658	0	1	1	1456	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595229.760	HAP38	662	662	1	6	1	17819	28	41	50	5121.26	5700.07	768.82	445464	126%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	654	SRR11595254.394--D1_19-6	HAP35	728	656	0	2	0	56260	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595163.26--D1_19-1	HAP36	727	660	1	3	1	57639	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595246.3641--D1_19-2	HAP19	717	658	0	0	0	21453	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	655	SRR11595213.343--D1_19-3	HAP23	676	658	0	3	0	21891	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595250.1330--D1_19-10	HAP08	666	655	0	1	4	5774	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595211.2406--D1_19-3	HAP38	726	659	0	1	0	40591	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595224.3946--D1_19-1	HAP10	677	647	0	2	0	69522	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595303.1252--D1_19-5	HAP11	662	650	0	0	8	12022	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	NA	NA	NA	NA	NA	NA	NA	10372	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595150.2158--D1_19-2	HAP39	674	659	2	1	0	50929	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595234.1992--D1_19-1	HAP28	717	658	1	1	1	4369	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595256.3966--D1_19-2	HAP60	721	658	0	0	0	3097	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595276.840--D1_19-2	HAP07	726	664	0	6	0	4771	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595246.412--D1_19-3	HAP14	716	659	2	2	1	2668	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595122.636--D1_19-6	HAP12	688	657	0	0	1	15782	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595228.837--D1_19-1	HAP55	661	655	0	4	5	3978	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595236.1806--D1_19-1	HAP58	715	658	0	0	0	7382	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	655	SRR11595236.3397--D1_19-2	HAP30	720	653	0	1	3	4167	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595144.1429--D1_19-1	HAP15	678	662	0	4	0	4858	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595305.1216--D1_19-1	HAP20	760	655	1	1	4	3396	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595122.1621--D1_19-1	HAP45	689	656	0	2	4	3718	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	653	SRR11595307.3961--D1_19-3	HAP41	676	653	0	0	0	35295	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595308.66--D1_19-0	HAP04	772	638	1	1	0	47324	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595303.3859--D1_19-0	HAP13	743	655	3	2	2	11436	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	654	SRR11595145.3106--D1_19-0	HAP44	772	656	0	2	0	54985	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595280.3424--D1_19-0	HAP17	736	648	0	0	0	17517	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595144.1810--D1_19-3	HAP62	716	658	0	1	0	72874	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595141.3553--D1_19-5	HAP24	723	658	0	1	1	30550	27	41	50	14598.12	18386.80	2208.69	1112636	141%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595291.590	HAP19	658	658	0	2	2	10031	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595159.1488	HAP10	660	660	0	2	0	29164	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	654	SRR11595161.2114	HAP35	657	657	4	4	1	20824	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595274.681	HAP36	656	656	3	3	2	24213	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	654	SRR11595127.3088	HAP44	626	626	5	3	0	24136	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595228.837	HAP55	658	658	6	4	4	1789	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	655	SRR11595252.2054	HAP23	655	655	0	0	0	8704	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595288.3523	HAP13	660	660	4	5	3	4820	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595246.2885	HAP15	663	663	2	5	0	2288	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595132.1486	HAP14	658	658	3	5	2	1124	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595228.2619	HAP62	660	660	2	2	0	32047	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595298.635	HAP07	620	620	0	5	1	2079	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595138.3902	HAP28	657	657	2	3	1	2013	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595234.2727	HAP09	659	659	0	6	0	952	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595252.62	HAP58	658	658	0	2	0	3303	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595298.1021	HAP08	647	647	0	4	5	2487	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595219.2868	HAP20	558	558	4	1	3	1590	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595133.1765	HAP45	656	656	5	1	3	1673	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595214.1113	HAP12	658	658	0	3	0	7324	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595281.237	HAP39	659	659	5	3	1	23881	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	655	SRR11595127.3855	HAP30	654	654	0	2	3	1765	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	655	NA	NA	NA	NA	NA	NA	NA	1007	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595221.1432	HAP24	654	654	0	2	0	12601	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	653	SRR11595176.3104	HAP41	654	654	3	1	0	15684	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595303.1252	HAP11	655	655	2	1	4	5457	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595250.1880	HAP17	660	660	0	2	0	8193	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595278.400	HAP04	663	663	2	5	0	20156	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595221.2272	HAP60	659	659	0	1	0	1461	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595229.760	HAP38	660	660	3	3	0	17757	28	41	50	9086.10	7083.61	1001.99	442360	88%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	654	SRR11595254.394--D1_19-6	HAP35	727	658	3	4	0	55795	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595163.26--D1_19-1	HAP36	722	666	5	10	2	57334	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595246.3641--D1_19-2	HAP19	711	657	0	0	1	21453	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	655	SRR11595213.343--D1_19-3	HAP23	669	657	0	2	0	21915	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595250.1330--D1_19-10	HAP08	665	655	1	1	4	5775	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595211.2406--D1_19-3	HAP38	718	660	2	2	0	40756	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595224.3946--D1_19-1	HAP10	665	637	0	2	1	69655	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595303.1252--D1_19-5	HAP11	659	653	2	1	5	12053	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	NA	NA	NA	NA	NA	NA	NA	10382	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595150.2158--D1_19-2	HAP39	670	663	3	5	0	50936	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595234.1992--D1_19-1	HAP28	722	662	6	4	0	4338	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595256.3966--D1_19-2	HAP60	720	658	2	1	1	3070	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595276.840--D1_19-2	HAP07	709	659	3	1	0	4775	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595246.412--D1_19-3	HAP14	708	656	3	2	4	2668	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595122.636--D1_19-6	HAP12	683	657	0	0	1	15970	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595228.837--D1_19-1	HAP55	661	655	3	4	5	3955	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595236.1806--D1_19-1	HAP58	637	629	0	1	0	7396	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595215.2046--D1_19-3	HAP15	707	661	2	3	0	4864	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	655	SRR11595236.3397--D1_19-2	HAP30	722	655	0	3	3	4172	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595305.1216--D1_19-1	HAP20	766	656	3	1	3	3395	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--A.fastq	ASURE-ref.fasta	2	FALSE	TRUE	TRUE	r941_min_high_g303	658	SRR11595122.1621--D1_19-1	HAP45	685	659	2	3	2	3712	27	41	50	16608.51	19765.98	2332.85	1119456	133%	ASURE-pipeline--primers.fasta	750	0.003
